report_date,commodity,country,marketing_year,crop_stage,Beginning Stocks,Production,Imports,Domestic Total 2,Exports,Ending Stocks,Domestic Crush,Domestic Feed
2010-08-12,wheat,FSU-12,2010/11,Current year,22.87,87.21,5.88,87.17,15.85,12.94,,
2010-08-12,wheat,Russia,2010/11,Current year,11.83,45.0,0.65,49.2,3.0,5.28,,
2010-08-12,wheat,Kazakhstan,2010/11,Current year,3.61,11.5,0.08,7.65,6.0,1.53,,
2010-08-12,wheat,Ukraine,2010/11,Current year,2.46,17.0,0.05,11.6,6.0,1.91,,
2010-08-12,corn,World  3/,2008/09,Current year,131.32,797.83,82.45,781.64,84.42,147.51,,
2010-08-12,corn,United States,2008/09,Current year,41.26,307.14,0.34,259.27,46.97,42.5,,
2010-08-12,corn,Total Foreign,2008/09,Current year,90.06,490.69,82.1,522.37,37.45,105.0,,
2010-08-12,corn,Major Exporters  4/,2008/09,Current year,5.27,27.57,0.06,16.3,11.99,4.61,,
2010-08-12,corn,Argentina,2008/09,Current year,2.18,15.0,0.03,6.4,10.32,0.49,,
2010-08-12,corn,South Africa,2008/09,Current year,3.09,12.57,0.03,9.9,1.67,4.11,,
2010-08-12,corn,Major Importers  5/,2008/09,Current year,16.51,117.89,48.99,162.94,2.67,17.77,,
2010-08-12,corn,Egypt,2008/09,Current year,0.85,6.65,5.03,11.1,0.01,1.41,,
2010-08-12,corn,EU-27  6/,2008/09,Current year,4.36,62.32,2.74,62.0,1.74,5.68,,
2010-08-12,corn,Japan,2008/09,Current year,1.16,0.0,16.53,16.7,0.0,1.0,,
2010-08-12,corn,Mexico,2008/09,Current year,4.13,24.23,7.76,32.4,0.16,3.56,,
2010-08-12,corn,Southeast Asia  7/,2008/09,Current year,3.19,24.57,5.2,28.2,0.76,4.0,,
2010-08-12,corn,South Korea,2008/09,Current year,2.08,0.09,7.19,7.89,0.0,1.47,,
2010-08-12,corn,Selected Other,2008/09,Current year,,,,,,0.0,,
2010-08-12,corn,Brazil,2008/09,Current year,12.58,51.0,1.14,45.5,7.14,12.08,,
2010-08-12,corn,Canada,2008/09,Current year,1.46,10.59,1.84,11.66,0.37,1.86,,
2010-08-12,corn,China,2008/09,Current year,39.39,165.9,0.05,152.0,0.17,53.17,,
2010-08-12,corn,FSU-12,2008/09,Current year,1.14,21.67,0.42,14.76,6.89,1.58,,
2010-08-12,corn,Ukraine,2008/09,Current year,0.67,11.4,0.01,5.85,5.5,0.73,,
2010-08-12,corn,World  3/,2009/10,Current year,147.51,808.45,85.2,816.93,89.82,139.03,,
2010-08-12,corn,United States,2009/10,Current year,42.5,333.01,0.2,289.32,50.17,36.23,,
2010-08-12,corn,Total Foreign,2009/10,Current year,105.0,475.44,85.0,527.61,39.65,102.8,,
2010-08-12,corn,Major Exporters  4/,2009/10,Current year,4.61,36.5,0.05,17.2,16.5,7.46,,
2010-08-12,corn,Argentina,2009/10,Current year,0.49,22.5,0.03,7.1,14.0,1.92,,
2010-08-12,corn,South Africa,2009/10,Current year,4.11,14.0,0.03,10.1,2.5,5.54,,
2010-08-12,corn,Major Importers  5/,2009/10,Current year,17.77,106.72,50.2,158.8,2.74,13.15,,
2010-08-12,corn,Egypt,2009/10,Current year,1.41,6.82,5.0,11.9,0.0,1.34,,
2010-08-12,corn,EU-27  6/,2009/10,Current year,5.68,55.77,2.5,58.5,1.25,4.21,,
2010-08-12,corn,Japan,2009/10,Current year,1.0,0.0,16.3,16.3,0.0,1.0,,
2010-08-12,corn,Mexico,2009/10,Current year,3.56,21.3,8.0,30.8,0.25,1.81,,
2010-08-12,corn,Southeast Asia  7/,2009/10,Current year,4.0,22.72,5.6,28.3,1.24,2.78,,
2010-08-12,corn,South Korea,2009/10,Current year,1.47,0.08,8.2,8.3,0.0,1.45,,
2010-08-12,corn,Selected Other,2009/10,Current year,,,,,,0.0,,
2010-08-12,corn,Brazil,2009/10,Current year,12.08,54.35,0.5,47.0,8.5,11.43,,
2010-08-12,corn,Canada,2009/10,Current year,1.86,9.56,2.2,11.9,0.15,1.57,,
2010-08-12,corn,China,2009/10,Current year,53.17,155.0,1.0,156.0,0.15,53.02,,
2010-08-12,corn,FSU-12,2009/10,Current year,1.58,17.85,0.33,12.87,5.68,1.21,,
2010-08-12,corn,Ukraine,2009/10,Current year,0.73,10.5,0.01,5.5,5.2,0.54,,
2010-08-12,corn,World  3/,2010/11,Current year,139.03,831.59,89.17,831.42,90.42,139.2,,
2010-08-12,corn,United States,2010/11,Current year,36.23,339.49,0.25,290.59,52.07,33.32,,
2010-08-12,corn,Total Foreign,2010/11,Current year,102.8,492.1,88.92,540.83,38.35,105.88,,
2010-08-12,corn,Major Exporters  4/,2010/11,Current year,7.46,33.5,0.05,17.9,16.5,6.61,,
2010-08-12,corn,Argentina,2010/11,Current year,1.92,21.0,0.03,7.5,14.0,1.44,,
2010-08-12,corn,South Africa,2010/11,Current year,5.54,12.5,0.03,10.4,2.5,5.16,,
2010-08-12,corn,Major Importers  5/,2010/11,Current year,13.15,111.79,53.6,162.9,1.91,13.74,,
2010-08-12,corn,Egypt,2010/11,Current year,1.34,7.0,5.4,12.6,0.0,1.14,,
2010-08-12,corn,EU-27  6/,2010/11,Current year,4.21,55.95,3.0,58.5,1.0,3.66,,
2010-08-12,corn,Japan,2010/11,Current year,1.0,0.0,16.3,16.3,0.0,1.0,,
2010-08-12,corn,Mexico,2010/11,Current year,1.81,24.0,9.1,31.8,0.15,2.96,,
2010-08-12,corn,Southeast Asia  7/,2010/11,Current year,2.78,24.71,6.0,29.7,0.76,3.02,,
2010-08-12,corn,South Korea,2010/11,Current year,1.45,0.08,9.1,9.2,0.0,1.43,,
2010-08-12,corn,Brazil,2010/11,Current year,11.43,51.0,1.0,48.3,7.0,8.13,,
2010-08-12,corn,Canada,2010/11,Current year,1.57,10.5,2.5,12.7,0.3,1.57,,
2010-08-12,corn,China,2010/11,Current year,53.02,166.0,1.0,160.0,0.2,59.82,,
2010-08-12,corn,FSU-12,2010/11,Current year,1.21,18.37,0.48,13.86,5.08,1.12,,
2010-08-12,corn,Ukraine,2010/11,Current year,0.54,11.5,0.01,6.5,5.0,0.55,,
2010-08-12,soybean,World  2/,2008/09,Current year,52.89,211.96,77.17,,77.25,43.97,,
2010-08-12,soybean,United States,2008/09,Current year,5.58,80.75,0.36,,34.82,3.76,,
2010-08-12,soybean,Total Foreign,2008/09,Current year,47.31,131.22,76.81,,42.44,40.21,,
2010-08-12,soybean,Major Exporters  3/,2008/09,Current year,40.85,93.8,1.3,,38.21,28.65,,
2010-08-12,soybean,Argentina,2008/09,Current year,21.76,32.0,1.24,,5.59,16.59,,
2010-08-12,soybean,Brazil,2008/09,Current year,18.9,57.8,0.04,,29.99,12.04,,
2010-08-12,soybean,Major Importers  4/,2008/09,Current year,5.61,17.58,64.5,,0.45,10.05,,
2010-08-12,soybean,China,2008/09,Current year,4.25,15.54,41.1,,0.4,9.05,,
2010-08-12,soybean,EU-27,2008/09,Current year,0.81,0.64,13.21,,0.02,0.56,,
2010-08-12,soybean,Japan,2008/09,Current year,0.27,0.26,3.4,,0.0,0.18,,
2010-08-12,soybean,Mexico,2008/09,Current year,0.06,0.15,3.33,,0.0,0.04,,
2010-08-12,soybean,World  2/,2009/10,Current year,43.97,259.9,86.66,,89.58,63.52,,
2010-08-12,soybean,United States,2009/10,Current year,3.76,91.42,0.41,,40.01,4.34,,
2010-08-12,soybean,Total Foreign,2009/10,Current year,40.21,168.48,86.25,,49.57,59.18,,
2010-08-12,soybean,Major Exporters  3/,2009/10,Current year,28.65,130.7,0.2,,44.75,41.82,,
2010-08-12,soybean,Argentina,2009/10,Current year,16.59,54.5,0.0,,11.0,24.97,,
2010-08-12,soybean,Brazil,2009/10,Current year,12.04,69.0,0.19,,28.35,16.7,,
2010-08-12,soybean,Major Importers  4/,2009/10,Current year,10.05,16.87,73.27,,0.32,14.97,,
2010-08-12,soybean,China,2009/10,Current year,9.05,14.7,49.5,,0.25,13.92,,
2010-08-12,soybean,EU-27,2009/10,Current year,0.56,0.86,13.0,,0.04,0.61,,
2010-08-12,soybean,Japan,2009/10,Current year,0.18,0.23,3.6,,0.0,0.18,,
2010-08-12,soybean,Mexico,2009/10,Current year,0.04,0.11,3.45,,0.0,0.05,,
2010-08-12,soybean meal,World  2/,2008/09,Current year,6.36,151.43,51.18,,52.82,4.23,,
2010-08-12,soybean meal,United States,2008/09,Current year,0.27,35.47,0.08,,7.71,0.21,,
2010-08-12,soybean meal,Total Foreign,2008/09,Current year,6.1,115.96,51.1,,45.11,4.01,,
2010-08-12,soybean meal,Major Exporters  3/,2008/09,Current year,3.83,54.81,0.1,,40.94,2.79,,
2010-08-12,soybean meal,Argentina,2008/09,Current year,1.14,24.36,0.0,,24.03,0.85,,
2010-08-12,soybean meal,Brazil,2008/09,Current year,2.59,24.7,0.08,,13.11,1.84,,
2010-08-12,soybean meal,India,2008/09,Current year,0.11,5.75,0.01,,3.81,0.1,,
2010-08-12,soybean meal,Major Importers  4/,2008/09,Current year,1.27,44.1,28.19,,1.53,0.33,,
2010-08-12,soybean meal,EU-27,2008/09,Current year,1.07,10.13,20.98,,0.47,0.13,,
2010-08-12,soybean meal,China,2008/09,Current year,0.0,32.48,0.22,,1.02,0.0,,
2010-08-12,soybean meal,World  2/,2009/10,Current year,4.23,163.55,53.13,,55.77,4.88,,
2010-08-12,soybean meal,United States,2009/10,Current year,0.21,37.67,0.13,,10.43,0.27,,
2010-08-12,soybean meal,Total Foreign,2009/10,Current year,4.01,125.88,53.0,,45.34,4.61,,
2010-08-12,soybean meal,Major Exporters  3/,2009/10,Current year,2.79,57.25,0.11,,40.73,3.3,,
2010-08-12,soybean meal,Argentina,2009/10,Current year,0.85,26.15,0.0,,25.38,0.94,,
2010-08-12,soybean meal,Brazil,2009/10,Current year,1.84,25.79,0.1,,12.75,2.18,,
2010-08-12,soybean meal,India,2009/10,Current year,0.1,5.31,0.01,,2.6,0.17,,
2010-08-12,soybean meal,Major Importers  4/,2009/10,Current year,0.33,49.75,29.33,,2.05,0.5,,
2010-08-12,soybean meal,EU-27,2009/10,Current year,0.13,9.85,21.8,,0.45,0.23,,
2010-08-12,soybean meal,China,2009/10,Current year,0.0,38.37,0.07,,1.55,0.0,,
2010-08-12,soybean meal,World  2/,2010/11,Current year,4.88,173.13,55.38,,57.74,5.09,,
2010-08-12,soybean meal,United States,2010/11,Current year,0.27,35.59,0.15,,8.07,0.27,,
2010-08-12,soybean meal,Total Foreign,2010/11,Current year,4.61,137.53,55.23,,49.67,4.82,,
2010-08-12,soybean meal,Major Exporters  3/,2010/11,Current year,3.3,62.16,0.13,,45.16,3.39,,
2010-08-12,soybean meal,Argentina,2010/11,Current year,0.94,30.43,0.0,,29.55,1.13,,
2010-08-12,soybean meal,Brazil,2010/11,Current year,2.18,25.58,0.12,,12.41,2.09,,
2010-08-12,soybean meal,India,2010/11,Current year,0.17,6.15,0.01,,3.2,0.17,,
2010-08-12,soybean meal,Major Importers  4/,2010/11,Current year,0.5,55.6,30.8,,2.0,0.59,,
2010-08-12,soybean meal,EU-27,2010/11,Current year,0.23,9.77,23.05,,0.45,0.3,,
2010-08-12,soybean meal,China,2010/11,Current year,0.0,44.16,0.05,,1.5,0.0,,
2010-08-12,soybean oil,World  2/,2008/09,Current year,3.11,35.7,8.96,,9.12,2.73,,
2010-08-12,soybean oil,United States,2008/09,Current year,1.13,8.5,0.04,,1.0,1.3,,
2010-08-12,soybean oil,Total Foreign,2008/09,Current year,1.99,27.19,8.92,,8.13,1.43,,
2010-08-12,soybean oil,Major Exporters  3/,2008/09,Current year,0.94,14.35,0.8,,7.01,0.59,,
2010-08-12,soybean oil,Argentina,2008/09,Current year,0.3,5.91,0.0,,4.7,0.08,,
2010-08-12,soybean oil,Brazil,2008/09,Current year,0.43,6.12,0.01,,1.91,0.37,,
2010-08-12,soybean oil,EU-27,2008/09,Current year,0.21,2.31,0.79,,0.4,0.14,,
2010-08-12,soybean oil,Major Importers  4/,2008/09,Current year,0.29,8.6,3.6,,0.09,0.57,,
2010-08-12,soybean oil,China,2008/09,Current year,0.23,7.31,2.49,,0.08,0.47,,
2010-08-12,soybean oil,India,2008/09,Current year,0.06,1.29,1.06,,0.0,0.1,,
2010-08-12,soybean oil,Pakistan,2008/09,Current year,0.01,0.0,0.04,,0.0,0.0,,
2010-08-12,soybean oil,World  2/,2009/10,Current year,2.73,38.4,8.6,,8.92,2.75,,
2010-08-12,soybean oil,United States,2009/10,Current year,1.3,8.87,0.05,,1.47,1.44,,
2010-08-12,soybean oil,Total Foreign,2009/10,Current year,1.43,29.53,8.55,,7.45,1.31,,
2010-08-12,soybean oil,Major Exporters  3/,2009/10,Current year,0.59,15.03,0.5,,6.22,0.67,,
2010-08-12,soybean oil,Argentina,2009/10,Current year,0.08,6.39,0.0,,4.4,0.16,,
2010-08-12,soybean oil,Brazil,2009/10,Current year,0.37,6.39,0.05,,1.42,0.35,,
2010-08-12,soybean oil,EU-27,2009/10,Current year,0.14,2.25,0.45,,0.4,0.16,,
2010-08-12,soybean oil,Major Importers  4/,2009/10,Current year,0.57,9.83,3.14,,0.08,0.33,,
2010-08-12,soybean oil,China,2009/10,Current year,0.47,8.64,1.6,,0.08,0.2,,
2010-08-12,soybean oil,India,2009/10,Current year,0.1,1.19,1.5,,0.0,0.12,,
2010-08-12,soybean oil,Pakistan,2009/10,Current year,0.0,0.0,0.04,,0.0,0.0,,
2010-08-12,soybean oil,World  2/,2010/11,Current year,2.75,40.82,8.84,,8.99,2.45,,
2010-08-12,soybean oil,United States,2010/11,Current year,1.44,8.53,0.05,,0.95,1.18,,
2010-08-12,soybean oil,Total Foreign,2010/11,Current year,1.31,32.29,8.79,,8.03,1.27,,
2010-08-12,soybean oil,Major Exporters  3/,2010/11,Current year,0.67,16.08,0.45,,6.72,0.64,,
2010-08-12,soybean oil,Argentina,2010/11,Current year,0.16,7.52,0.0,,5.2,0.25,,
2010-08-12,soybean oil,Brazil,2010/11,Current year,0.35,6.33,0.05,,1.22,0.26,,
2010-08-12,soybean oil,EU-27,2010/11,Current year,0.16,2.23,0.4,,0.3,0.13,,
2010-08-12,soybean oil,Major Importers  4/,2010/11,Current year,0.33,11.33,3.37,,0.07,0.31,,
2010-08-12,soybean oil,China,2010/11,Current year,0.2,9.95,2.15,,0.07,0.22,,
2010-08-12,soybean oil,India,2010/11,Current year,0.12,1.39,1.18,,0.0,0.08,,
2010-08-12,soybean oil,Pakistan,2010/11,Current year,0.0,0.0,0.04,,0.0,0.0,,
2010-08-12,soybean,Argentina,Outlook,Outlook year,25.47,50.0,0.0,40.32,12.5,22.65,38.65,
2010-08-12,soybean,Brazil,Outlook,Outlook year,17.92,65.0,0.18,35.8,28.9,18.4,32.8,
2010-08-12,soybean,China,Outlook,Outlook year,13.62,14.6,50.0,64.22,0.45,13.55,53.4,
2010-08-12,soybean,EU-27,Outlook,Outlook year,0.61,1.0,12.6,13.62,0.03,0.56,12.4,
2010-08-12,soybean,Japan,Outlook,Outlook year,0.18,0.23,3.66,3.89,0.0,0.17,2.59,
2010-08-12,soybean,Major Exporters  3/,Outlook,Outlook year,43.55,121.5,0.19,77.8,46.24,41.2,73.0,
2010-08-12,soybean,Major Importers  4/,Outlook,Outlook year,14.68,16.91,73.97,90.43,0.52,14.62,74.1,
2010-08-12,soybean,Mexico,Outlook,Outlook year,0.05,0.11,3.6,3.71,0.0,0.05,3.67,
2010-08-12,soybean,Total Foreign,Outlook,Outlook year,60.59,160.25,87.27,198.6,51.55,57.96,171.53,
2010-08-12,soybean,United States,Outlook,Outlook year,4.75,91.04,0.27,48.98,37.29,9.8,44.77,
2010-08-12,soybean,World  2/,Outlook,Outlook year,65.35,251.29,87.54,247.57,88.84,67.76,216.3,
2010-09-10,wheat,World  3/,2008/09,Current year,124.32,683.26,136.93,642.5,143.76,165.07,,
2010-09-10,wheat,United States,2008/09,Current year,8.32,68.02,3.46,34.29,27.64,17.87,,
2010-09-10,wheat,Total Foreign,2008/09,Current year,116.0,615.24,133.48,608.21,116.13,147.21,,
2010-09-10,wheat,Major Exporters  4/,2008/09,Current year,22.84,211.25,8.26,147.71,65.65,28.98,,
2010-09-10,wheat,Argentina,2008/09,Current year,2.35,10.1,0.03,5.33,6.77,0.39,,
2010-09-10,wheat,Australia,2008/09,Current year,3.65,21.42,0.11,6.85,14.75,3.59,,
2010-09-10,wheat,Canada,2008/09,Current year,4.41,28.61,0.38,8.04,18.81,6.55,,
2010-09-10,wheat,EU-27  5/,2008/09,Current year,12.43,151.11,7.74,127.5,25.32,18.46,,
2010-09-10,wheat,Major Importers  6/,2008/09,Current year,63.52,171.94,74.26,230.88,6.68,72.15,,
2010-09-10,wheat,Brazil,2008/09,Current year,0.34,5.88,6.4,10.7,0.4,1.53,,
2010-09-10,wheat,China,2008/09,Current year,38.97,112.46,0.48,105.5,0.72,45.69,,
2010-09-10,wheat,Sel. Mideast  7/,2008/09,Current year,6.57,13.4,20.43,30.83,1.02,8.54,,
2010-09-10,wheat,N. Africa  8/,2008/09,Current year,9.48,14.35,23.47,37.56,0.34,9.4,,
2010-09-10,wheat,Pakistan,2008/09,Current year,3.48,20.96,3.13,22.8,2.1,2.66,,
2010-09-10,wheat,Southeast Asia  9/,2008/09,Current year,2.78,0.0,11.86,11.54,0.42,2.69,,
2010-09-10,wheat,Selected Other,2008/09,Current year,,,,,,0.0,,
2010-09-10,wheat,India,2008/09,Current year,5.8,78.57,0.01,70.92,0.02,13.43,,
2010-09-10,wheat,FSU-12,2008/09,Current year,12.92,115.45,6.5,76.32,37.75,20.81,,
2010-09-10,wheat,Russia,2008/09,Current year,3.95,63.7,0.2,38.9,18.39,10.56,,
2010-09-10,wheat,Kazakhstan,2008/09,Current year,2.46,12.55,0.12,7.53,5.7,1.9,,
2010-09-10,wheat,Ukraine,2008/09,Current year,2.08,25.9,0.07,11.9,13.04,3.11,,
2010-09-10,wheat,World  3/,2009/10,Current year,165.07,680.43,132.82,649.53,133.75,195.97,,
2010-09-10,wheat,United States,2009/10,Current year,17.87,60.31,3.23,30.94,23.98,26.49,,
2010-09-10,wheat,Total Foreign,2009/10,Current year,147.21,620.12,129.59,618.59,109.77,169.48,,
2010-09-10,wheat,Major Exporters  4/,2009/10,Current year,28.98,196.93,6.01,144.17,59.5,28.25,,
2010-09-10,wheat,Argentina,2009/10,Current year,0.39,9.6,0.01,4.93,4.5,0.57,,
2010-09-10,wheat,Australia,2009/10,Current year,3.59,22.5,0.1,7.1,14.5,4.59,,
2010-09-10,wheat,Canada,2009/10,Current year,6.55,26.52,0.4,6.64,19.0,7.82,,
2010-09-10,wheat,EU-27  5/,2009/10,Current year,18.46,138.31,5.5,125.5,21.5,15.27,,
2010-09-10,wheat,Major Importers  6/,2009/10,Current year,72.15,184.02,70.23,234.66,5.45,86.29,,
2010-09-10,wheat,Brazil,2009/10,Current year,1.53,4.94,6.5,10.8,1.2,0.97,,
2010-09-10,wheat,China,2009/10,Current year,45.69,115.0,1.39,105.0,0.89,56.19,,
2010-09-10,wheat,Sel. Mideast  7/,2009/10,Current year,8.54,14.84,18.88,31.74,1.19,9.33,,
2010-09-10,wheat,N. Africa  8/,2009/10,Current year,9.4,20.23,21.28,39.48,0.21,11.22,,
2010-09-10,wheat,Pakistan,2009/10,Current year,2.66,24.03,0.2,23.2,0.3,3.4,,
2010-09-10,wheat,Southeast Asia  9/,2009/10,Current year,2.69,0.0,13.28,12.34,0.47,3.16,,
2010-09-10,wheat,Selected Other,2009/10,Current year,,,,,,0.0,,
2010-09-10,wheat,India,2009/10,Current year,13.43,80.68,0.3,78.21,0.1,16.1,,
2010-09-10,wheat,FSU-12,2009/10,Current year,20.81,113.84,5.53,80.48,36.81,22.9,,
2010-09-10,wheat,Russia,2009/10,Current year,10.56,61.7,0.15,42.0,18.56,11.86,,
2010-09-10,wheat,Kazakhstan,2009/10,Current year,1.9,17.0,0.08,7.55,7.87,3.56,,
2010-09-10,wheat,Ukraine,2009/10,Current year,3.11,20.9,0.05,12.3,9.34,2.43,,
2010-09-10,wheat,World  3/,2010/11,Current year,195.97,643.01,122.83,661.19,126.03,177.79,,
2010-09-10,wheat,United States,2010/11,Current year,26.49,61.64,2.72,32.28,34.02,24.56,,
2010-09-10,wheat,Total Foreign,2010/11,Current year,169.48,581.37,120.11,628.91,92.01,153.24,,
2010-09-10,wheat,Major Exporters  4/,2010/11,Current year,28.25,192.63,6.51,141.95,61.5,23.93,,
2010-09-10,wheat,Argentina,2010/11,Current year,0.57,12.0,0.01,5.1,7.0,0.47,,
2010-09-10,wheat,Australia,2010/11,Current year,4.59,23.0,0.1,7.25,16.0,4.44,,
2010-09-10,wheat,Canada,2010/11,Current year,7.82,22.5,0.4,7.6,17.5,5.62,,
2010-09-10,wheat,EU-27  5/,2010/11,Current year,15.27,135.13,6.0,122.0,21.0,13.4,,
2010-09-10,wheat,Major Importers  6/,2010/11,Current year,86.29,182.79,62.73,237.44,6.57,87.79,,
2010-09-10,wheat,Brazil,2010/11,Current year,0.97,5.0,6.5,10.8,0.6,1.07,,
2010-09-10,wheat,China,2010/11,Current year,56.19,114.5,0.5,105.8,2.0,63.39,,
2010-09-10,wheat,Sel. Mideast  7/,2010/11,Current year,9.33,17.55,14.03,32.13,1.36,7.41,,
2010-09-10,wheat,N. Africa  8/,2010/11,Current year,11.22,17.95,20.9,40.35,0.19,9.54,,
2010-09-10,wheat,Pakistan,2010/11,Current year,3.4,22.6,0.3,24.2,0.3,1.8,,
2010-09-10,wheat,Southeast Asia  9/,2010/11,Current year,3.16,0.0,12.2,12.06,0.43,2.87,,
2010-09-10,wheat,India,2010/11,Current year,16.1,80.71,0.3,82.44,0.2,14.48,,
2010-09-10,wheat,FSU-12,2010/11,Current year,22.9,84.56,7.15,84.98,16.7,12.93,,
2010-09-10,wheat,Russia,2010/11,Current year,11.86,42.5,2.0,48.0,3.5,4.86,,
2010-09-10,wheat,Kazakhstan,2010/11,Current year,3.56,11.5,0.08,6.9,6.5,1.73,,
2010-09-10,wheat,Ukraine,2010/11,Current year,2.43,17.0,0.05,11.6,6.0,1.88,,
2010-09-10,corn,World  3/,2008/09,Current year,131.32,797.84,82.45,781.14,84.42,148.02,,
2010-09-10,corn,United States,2008/09,Current year,41.26,307.14,0.34,259.27,46.97,42.5,,
2010-09-10,corn,Total Foreign,2008/09,Current year,90.06,490.7,82.1,521.87,37.45,105.51,,
2010-09-10,corn,Major Exporters  4/,2008/09,Current year,5.27,27.57,0.06,16.3,11.99,4.61,,
2010-09-10,corn,Argentina,2008/09,Current year,2.18,15.0,0.03,6.4,10.32,0.49,,
2010-09-10,corn,South Africa,2008/09,Current year,3.09,12.57,0.03,9.9,1.67,4.11,,
2010-09-10,corn,Major Importers  5/,2008/09,Current year,16.51,117.9,48.99,162.44,2.67,18.28,,
2010-09-10,corn,Egypt,2008/09,Current year,0.85,6.65,5.03,11.1,0.01,1.41,,
2010-09-10,corn,EU-27  6/,2008/09,Current year,4.36,62.32,2.74,61.5,1.74,6.18,,
2010-09-10,corn,Japan,2008/09,Current year,1.16,0.0,16.53,16.7,0.0,1.0,,
2010-09-10,corn,Mexico,2008/09,Current year,4.13,24.23,7.76,32.4,0.16,3.56,,
2010-09-10,corn,Southeast Asia  7/,2008/09,Current year,3.19,24.58,5.2,28.2,0.76,4.0,,
2010-09-10,corn,South Korea,2008/09,Current year,2.08,0.09,7.19,7.89,0.0,1.47,,
2010-09-10,corn,Selected Other,2008/09,Current year,,,,,,0.0,,
2010-09-10,corn,Brazil,2008/09,Current year,12.58,51.0,1.14,45.5,7.14,12.08,,
2010-09-10,corn,Canada,2008/09,Current year,1.46,10.59,1.84,11.66,0.37,1.86,,
2010-09-10,corn,China,2008/09,Current year,39.39,165.9,0.05,152.0,0.17,53.17,,
2010-09-10,corn,FSU-12,2008/09,Current year,1.14,21.67,0.42,14.76,6.89,1.58,,
2010-09-10,corn,Ukraine,2008/09,Current year,0.67,11.4,0.01,5.85,5.5,0.73,,
2010-09-10,corn,World  3/,2009/10,Current year,148.02,810.97,86.05,820.0,90.39,138.99,,
2010-09-10,corn,United States,2009/10,Current year,42.5,333.01,0.2,290.21,50.29,35.22,,
2010-09-10,corn,Total Foreign,2009/10,Current year,105.51,477.96,85.85,529.79,40.1,103.77,,
2010-09-10,corn,Major Exporters  4/,2009/10,Current year,4.61,36.5,0.05,17.2,16.5,7.46,,
2010-09-10,corn,Argentina,2009/10,Current year,0.49,22.5,0.03,7.1,14.0,1.92,,
2010-09-10,corn,South Africa,2009/10,Current year,4.11,14.0,0.03,10.1,2.5,5.54,,
2010-09-10,corn,Major Importers  5/,2009/10,Current year,18.28,107.49,50.8,161.3,2.89,12.38,,
2010-09-10,corn,Egypt,2009/10,Current year,1.41,6.82,5.3,12.1,0.0,1.44,,
2010-09-10,corn,EU-27  6/,2009/10,Current year,6.18,56.55,2.5,60.5,1.4,3.33,,
2010-09-10,corn,Japan,2009/10,Current year,1.0,0.0,16.0,16.0,0.0,1.0,,
2010-09-10,corn,Mexico,2009/10,Current year,3.56,21.3,8.4,31.2,0.25,1.81,,
2010-09-10,corn,Southeast Asia  7/,2009/10,Current year,4.0,22.71,5.8,28.5,1.24,2.78,,
2010-09-10,corn,South Korea,2009/10,Current year,1.47,0.08,8.2,8.3,0.0,1.45,,
2010-09-10,corn,Selected Other,2009/10,Current year,,,,,,0.0,,
2010-09-10,corn,Brazil,2009/10,Current year,12.08,56.1,0.5,47.0,9.0,12.68,,
2010-09-10,corn,Canada,2009/10,Current year,1.86,9.56,2.2,11.9,0.15,1.57,,
2010-09-10,corn,China,2009/10,Current year,53.17,155.0,1.3,156.0,0.15,53.32,,
2010-09-10,corn,FSU-12,2009/10,Current year,1.58,17.85,0.33,12.87,5.48,1.41,,
2010-09-10,corn,Ukraine,2009/10,Current year,0.73,10.5,0.01,5.5,5.0,0.74,,
2010-09-10,corn,World  3/,2010/11,Current year,138.99,826.07,91.37,829.5,91.69,135.56,,
2010-09-10,corn,United States,2010/11,Current year,35.22,334.27,0.25,288.05,53.34,28.35,,
2010-09-10,corn,Total Foreign,2010/11,Current year,103.77,491.8,91.12,541.45,38.35,107.21,,
2010-09-10,corn,Major Exporters  4/,2010/11,Current year,7.46,33.5,0.05,17.9,16.5,6.61,,
2010-09-10,corn,Argentina,2010/11,Current year,1.92,21.0,0.03,7.5,14.0,1.44,,
2010-09-10,corn,South Africa,2010/11,Current year,5.54,12.5,0.03,10.4,2.5,5.16,,
2010-09-10,corn,Major Importers  5/,2010/11,Current year,12.38,111.04,55.4,164.1,1.41,13.32,,
2010-09-10,corn,Egypt,2010/11,Current year,1.44,7.0,5.4,12.6,0.0,1.24,,
2010-09-10,corn,EU-27  6/,2010/11,Current year,3.33,54.71,5.0,59.5,0.5,3.04,,
2010-09-10,corn,Japan,2010/11,Current year,1.0,0.0,16.1,16.1,0.0,1.0,,
2010-09-10,corn,Mexico,2010/11,Current year,1.81,24.5,9.1,32.1,0.15,3.16,,
2010-09-10,corn,Southeast Asia  7/,2010/11,Current year,2.78,24.71,6.0,29.8,0.76,2.93,,
2010-09-10,corn,South Korea,2010/11,Current year,1.45,0.08,9.1,9.2,0.0,1.43,,
2010-09-10,corn,Brazil,2010/11,Current year,12.68,51.0,1.0,48.3,7.0,9.38,,
2010-09-10,corn,Canada,2010/11,Current year,1.57,11.0,2.2,12.9,0.3,1.57,,
